    #    0.155491
    0.000000  -22.359222
    0.022213  -22.359259
    0.044426  -22.359327
    0.066639  -22.359432
    0.088852  -22.359562
    0.111065  -22.359722
    0.133278  -22.359913
    0.155491  -22.360114

    0.000000  -22.359221
    0.022213  -22.359255
    0.044426  -22.359319
    0.066639  -22.359420
    0.088852  -22.359546
    0.111065  -22.359701
    0.133278  -22.359888
    0.155491  -22.360085

    0.000000  -22.358041
    0.022213  -22.358066
    0.044426  -22.358125
    0.066639  -22.358221
    0.088852  -22.358334
    0.111065  -22.358480
    0.133278  -22.358650
    0.155491  -22.358826

    0.000000  -22.358040
    0.022213  -22.358065
    0.044426  -22.358123
    0.066639  -22.358218
    0.088852  -22.358330
    0.111065  -22.358475
    0.133278  -22.358643
    0.155491  -22.358818

    0.000000  -22.353650
    0.022213  -22.353679
    0.044426  -22.353759
    0.066639  -22.353880
    0.088852  -22.354032
    0.111065  -22.354227
    0.133278  -22.354450
    0.155491  -22.354698

    0.000000  -22.353650
    0.022213  -22.353679
    0.044426  -22.353758
    0.066639  -22.353878
    0.088852  -22.354029
    0.111065  -22.354224
    0.133278  -22.354445
    0.155491  -22.354693

    0.000000  -22.352542
    0.022213  -22.352567
    0.044426  -22.352653
    0.066639  -22.352778
    0.088852  -22.352934
    0.111065  -22.353155
    0.133278  -22.353396
    0.155491  -22.353681

    0.000000  -22.352541
    0.022213  -22.352566
    0.044426  -22.352651
    0.066639  -22.352775
    0.088852  -22.352929
    0.111065  -22.353149
    0.133278  -22.353389
    0.155491  -22.353672

    0.000000  -22.345644
    0.022213  -22.345713
    0.044426  -22.345838
    0.066639  -22.346005
    0.088852  -22.346203
    0.111065  -22.346455
    0.133278  -22.346732
    0.155491  -22.347042

    0.000000  -22.345642
    0.022213  -22.345642
    0.044426  -22.345712
    0.066639  -22.345851
    0.088852  -22.346032
    0.111065  -22.346276
    0.133278  -22.346547
    0.155491  -22.346852

    0.000000  -22.345409
    0.022213  -22.345462
    0.044426  -22.345549
    0.066639  -22.345648
    0.088852  -22.345764
    0.111065  -22.345924
    0.133278  -22.346105
    0.155491  -22.346317

    0.000000  -22.345406
    0.022213  -22.345396
