    #    0.155491
    0.000000  -21.957856
    0.022213  -21.957985
    0.044426  -21.958150
    0.066639  -21.958352
    0.088852  -21.958588
    0.111065  -21.958855
    0.133278  -21.959148
    0.155491  -21.959464

    0.000000  -21.957856
    0.022213  -21.957765
    0.044426  -21.957712
    0.066639  -21.957696
    0.088852  -21.957716
    0.111065  -21.957768
    0.133278  -21.957866
    0.155491  -21.958141

    0.000000  -21.956361
    0.022213  -21.956511
    0.044426  -21.956699
    0.066639  -21.956923
    0.088852  -21.957180
    0.111065  -21.957467
    0.133278  -21.957764
    0.155491  -21.957930

    0.000000  -21.956361
    0.022213  -21.956248
    0.044426  -21.956173
    0.066639  -21.956135
    0.088852  -21.956133
    0.111065  -21.956162
    0.133278  -21.956220
    0.155491  -21.956303

    0.000000  -21.927124
    0.022213  -21.927248
    0.044426  -21.927463
    0.066639  -21.927761
    0.088852  -21.928135
    0.111065  -21.928576
    0.133278  -21.929075
    0.155491  -21.929624

    0.000000  -21.927124
    0.022213  -21.927096
    0.044426  -21.927165
    0.066639  -21.927330
    0.088852  -21.927585
    0.111065  -21.927921
    0.133278  -21.928330
    0.155491  -21.928801

    0.000000  -21.921654
    0.022213  -21.921700
    0.044426  -21.921739
    0.066639  -21.921771
    0.088852  -21.921797
    0.111065  -21.921821
    0.133278  -21.921847
    0.155491  -21.921877

    0.000000  -21.921654
    0.022213  -21.921600
    0.044426  -21.921546
    0.066639  -21.921496
    0.088852  -21.921455
    0.111065  -21.921425
    0.133278  -21.921411
    0.155491  -21.921412

    0.000000  -21.902458
    0.022213  -21.902517
    0.044426  -21.902662
    0.066639  -21.902891
    0.088852  -21.903201
    0.111065  -21.903589
    0.133278  -21.904051
    0.155491  -21.904581

    0.000000  -21.902458
    0.022213  -21.902486
    0.044426  -21.902599
    0.066639  -21.902797
    0.088852  -21.903078
    0.111065  -21.903437
    0.133278  -21.903870
    0.155491  -21.904373

    0.000000  -21.877072
    0.022213  -21.877173
    0.044426  -21.877401
    0.066639  -21.877753
    0.088852  -21.878226
    0.111065  -21.878815
    0.133278  -21.879516
    0.155491  -21.880324

    0.000000  -21.877071
    0.022213  -21.877099
    0.044426  -21.877256
    0.066639  -21.877541
    0.088852  -21.877954
    0.111065  -21.878489
    0.133278  -21.879145
    0.155491  -21.879918

    0.000000  -21.866940
    0.022213  -21.866996
    0.044426  -21.867113
    0.066639  -21.867290
    0.088852  -21.867530
    0.111065  -21.867831
    0.133278  -21.868198
    0.155491  -21.868631

    0.000000  -21.866940
    0.022213  -21.866945
    0.044426  -21.867013
    0.066639  -21.867145
    0.088852  -21.867343
    0.111065  -21.867611
    0.133278  -21.867950
    0.155491  -21.868362

    0.000000  -21.843897
    0.022213  -21.844211
