 14.803897  0.216200 11.760000
 14.922897  0.197100 11.780000
 15.041897  0.183600 11.800000
 15.160897  0.173700 11.830000
 15.280897  0.171300 11.850000
 15.399897  0.157600 11.870000
 15.518897  0.145500 11.880000
 15.637897  0.125300 11.900000
 15.756897  0.104600 11.910000
 15.875897  0.093790 11.930000
 15.994897  0.082790 11.940000
 16.113897  0.073410 11.950000
 16.232897  0.065490 11.950000
 16.351897  0.057880 11.960000
 16.470897  0.050970 11.970000
 16.589897  0.044550 11.970000
 16.708897  0.038590 11.980000
 16.827897  0.033310 11.980000
 16.947897  0.029110 11.990000
 17.066897  0.026350 11.990000
 17.185897  0.031370 11.990000
 17.304897  0.027570 12.000000
 17.423897  0.009178 12.000000
 17.542897  0.000000 12.000000
 17.661897  0.000000 12.000000
 17.780897  0.000000 12.000000
 17.899897  0.000000 12.000000
 18.018897  0.000000 12.000000
 18.137897  0.000000 12.000000
 18.256897  0.000000 12.000000
 18.375897  0.000000 12.000000
 18.494897  0.000000 12.000000
 18.614897  0.000000 12.000000
 18.733897  0.000000 12.000000
 18.852897  0.000000 12.000000
 18.971897  0.000000 12.000000
 19.090897  0.000000 12.000000
 19.209897  0.000000 12.000000
 19.328897  0.000000 12.000000
 19.447897  0.000000 12.000000
